class,confidence,lat,lon,mission_type,risk_level,source
smoke,0.5,30.65973,50.33149,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.41558,47.61575,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.47697,47.60484,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.5222,47.61393,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.49264,47.32141,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.52609,47.60847,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.71095,49.5454,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.5591,47.35202,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.56154,47.33255,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.56828,47.3126,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.84514,49.75556,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,30.74956,48.28141,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,30.75006,48.28683,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.89394,49.61283,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.6858,47.33221,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.94644,49.88213,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.7502,47.66795,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.92266,48.87006,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.92163,48.85825,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,30.98232,49.51755,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,30.86404,47.92327,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.13669,49.3249,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.02523,47.70676,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.20938,49.22095,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,31.08741,47.79158,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.09237,47.79615,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.20557,48.95501,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.21036,48.95448,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.24937,49.17265,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.13863,47.87485,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.27699,48.88879,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.19796,47.92551,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.27757,48.73311,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.30499,48.77154,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.23409,47.96891,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.30637,48.77604,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.23557,47.96668,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.40541,48.65205,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.40246,48.65606,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.40718,48.6555,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.355,47.85894,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.20638,46.23387,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.51343,49.464,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.3554,45.96509,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.35942,45.96451,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.89521,49.68668,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.69321,47.25597,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.77166,47.41762,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.23441,51.41886,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.23411,51.41439,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,32.24092,51.43196,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.06356,49.09677,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.11821,47.41025,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.14835,47.58219,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,31.46627,40.69103,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.35125,47.71012,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.35575,47.70947,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.34578,47.46243,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.49078,47.21334,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.50348,47.20694,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.59693,47.54616,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.48925,45.66238,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.99346,46.18836,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.25334,47.73931,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.15874,44.78775,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.22105,44.76991,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.23661,44.00896,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.27707,44.12614,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.53115,38.1998,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.67122,39.03954,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.69489,46.23254,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.34435,36.51028,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,32.62082,36.56504,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.58962,42.50711,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.60176,36.6115,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.25975,50.42438,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,33.63639,36.58352,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,34.8644,44.02218,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,34.85795,43.89977,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,34.89393,43.80715,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,34.89767,43.8065,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,34.91075,43.4328,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.65569,50.75334,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.01929,43.50327,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.24523,44.43396,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.38516,44.21708,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.45858,44.42028,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.48583,44.1562,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.5333,44.33887,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.66037,43.96544,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,35.68568,43.88002,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,35.68504,43.87434,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,35.72326,44.04255,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.73024,44.03543,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.77143,43.99751,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.98082,43.77174,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.9122,39.05299,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,35.85786,37.98535,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,36.70982,42.99876,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,36.94016,42.17142,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,36.93511,42.13103,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,36.93431,42.13354,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,38.65018,54.28542,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,39.90923,44.09585,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,39.95359,44.29629,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,39.9761,44.44189,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,40.01203,44.48644,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,40.13885,44.17043,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,40.31842,43.73927,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,40.92064,46.21092,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,39.2393,31.21272,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,40.31224,36.23742,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,39.83677,32.32335,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,40.92963,35.54534,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,42.85451,41.43383,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,42.8582,41.43307,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,42.86591,41.40121,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,43.91967,47.79343,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.11784,41.45909,SURVEY,MEDIUM,firms_viirs_noaa20
active fire,0.75,44.27201,41.36087,SURVEY,CRITICAL,firms_viirs_noaa20
smoke,0.5,44.27574,41.3601,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.22281,40.14529,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.32444,40.18523,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.65876,41.9564,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.64436,39.87485,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.64844,39.00801,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.00369,40.07965,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.95124,39.55481,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.06732,40.23709,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.98717,39.52344,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.98248,39.48464,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.07476,40.20534,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.06222,40.06481,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.06755,40.01614,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.06688,40.01038,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,45.06977,40.0038,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.08281,40.08392,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.96195,39.05738,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.96127,39.05201,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.88189,38.30289,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.86129,37.98829,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.92674,38.16584,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.92606,38.16073,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.02989,38.5267,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.19796,39.72266,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.03556,38.35331,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.23419,39.90808,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.07346,38.26865,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,45.07685,38.26777,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.12997,38.62028,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.40004,40.74728,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.1498,38.6181,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.14914,38.61282,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.09816,38.1371,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.14601,38.47807,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.13194,38.28811,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.13939,38.29152,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.13803,38.28117,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.17798,38.26545,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.18819,38.3164,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.25089,38.3141,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.17999,37.72818,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,45.44356,39.6961,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.31816,38.53488,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.29229,38.33564,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.24375,37.96905,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.20602,37.43965,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.20532,37.43465,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.34631,38.43178,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.28798,37.82677,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.84119,42.32442,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.32281,36.42787,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.32609,36.4269,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,46.04915,41.96619,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,46.04845,41.95906,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.61589,38.13449,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.99607,33.84334,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.71474,38.24743,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,44.18059,27.87523,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.25617,31.67525,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,46.54709,39.77872,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,46.65981,39.85502,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,46.62018,38.99083,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,46.62301,38.98423,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.18814,40.32693,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.4896,41.98532,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.48914,41.98021,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.41269,40.55614,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.41644,40.5553,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.41653,40.55475,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,45.72127,28.59489,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,48.54031,52.38783,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,48.54032,52.396,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,48.53951,52.38728,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,48.53947,52.39543,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.85438,38.79245,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,46.02242,25.27055,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,46.26308,24.98978,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.01542,26.97165,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,46.61888,21.878,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.41353,24.06382,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,48.22717,26.9375,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,48.22604,26.93255,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.15163,22.61145,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.50462,22.92948,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.86836,23.57533,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.99418,23.61818,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,47.99849,23.61543,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.39167,38.60477,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.21576,37.33448,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.24495,37.35073,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.32306,37.41707,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.60345,38.84962,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.34467,37.39209,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.43955,37.60543,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.44107,37.46994,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.48607,37.51839,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.50266,37.3778,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.55764,37.51417,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,8.60838,37.59797,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.82893,40.94253,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.36333,37.8027,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.94071,40.39574,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,10.30622,41.75095,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.30435,36.04251,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.52623,37.13968,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.88654,38.86093,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.88476,38.86269,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.57231,36.41197,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.22777,39.92371,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.04633,38.77047,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.75487,36.88554,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.11151,38.86477,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.75188,36.88491,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.76189,36.91051,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.67585,35.84006,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.87177,36.77464,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,9.87228,36.77745,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.3149,38.4192,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.18378,36.95367,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.03328,36.02575,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.20409,36.9585,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.20293,36.95221,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.02948,36.02415,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.20853,36.95425,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.04154,36.029,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.28628,37.32113,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.04691,36.02793,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.05506,36.01194,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.05443,36.00857,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.39615,36.04063,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.60246,36.22041,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.6641,36.17094,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.71731,36.37236,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.67716,36.09313,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.70087,36.11127,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.80306,35.90273,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.98588,36.38848,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.00265,36.30573,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.10352,36.17757,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.89492,34.87267,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,10.89554,34.71592,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.2532,36.46059,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.39009,36.4136,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.27621,35.76295,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.27323,35.76289,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.5198,36.28901,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.51873,36.28331,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.27089,34.95015,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.51304,35.73922,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.73676,36.76041,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.71281,36.21973,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.71165,36.21355,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.72139,36.23683,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.72082,36.23381,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.71742,36.21583,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,11.78918,36.16452,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.5885,36.81068,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.09713,34.26096,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.14251,34.39977,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.45995,35.93247,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.6033,36.42233,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.86746,37.35989,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.86411,37.35799,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.89476,37.31425,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.00558,37.47165,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.00344,37.4687,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.48461,34.6383,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.48383,34.63436,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,12.99544,37.03209,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.17162,37.73722,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.14095,37.54673,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.12521,37.4107,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.12429,37.40576,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.14557,37.44276,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.18509,37.5538,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.19511,37.58263,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.2292,37.69228,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.34823,38.3047,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.17828,37.27899,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.28971,37.87291,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.34826,38.15116,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.28764,37.87584,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.26958,37.60196,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.3136,37.78959,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.32697,37.78613,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.32113,37.70289,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.34415,37.75214,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.41399,38.11399,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.33756,37.68991,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.34361,37.69734,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.38392,37.86937,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.10812,36.35841,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.37202,37.77714,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.37098,37.77135,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.11077,36.34484,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.09528,36.20519,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.30156,37.26834,SURVEY,MEDIUM,firms_viirs_noaa20
fire,0.5,13.40281,37.78558,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.40199,37.78118,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.40868,37.69062,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.46942,37.89568,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.46856,37.89093,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.36002,37.16488,SURVEY,MEDIUM,firms_viirs_noaa20
smoke,0.5,13.46026,37.53413,SURVEY,MEDIUM,firms_viirs_noaa20
